,train.ID,train.Marital.Status,train.Gender,train.Income,train.Children,train.Education,train.Occupation,train.Home.Owner,train.Cars,train.Commute.Distance,train.Region,train.Age,train.Purchased.Bike
33,20942,0.539199651264167,0.488739893834218,20000,0,0.44151724137931,0.462310517529215,0.493598475222363,1,0.396186721991701,0.493300531914894,31,0
34,18484,0.539199651264167,0.473592809691286,80000,2,0.44151724137931,0.451074276778733,0.493598475222363,2,0.455740871613663,0.588095435684647,50,1
35,12291,0.539199651264167,0.473592809691286,90000,5,0.449152746425884,0.543297687861272,0.493598475222363,2,0.58590171990172,0.493300531914894,62,1
36,28380,0.539199651264167,0.488739893834218,10000,5,0.265427083333333,0.462310517529215,0.493598475222363,2,0.54630534351145,0.493300531914894,41,0
37,17891,0.431806927044952,0.488739893834218,10000,2,0.449152746425884,0.462310517529215,0.475225393127548,1,0.54630534351145,0.493300531914894,50,1
38,27832,0.539199651264167,0.488739893834218,30000,0,0.449152746425884,0.497102362204724,0.493598475222363,1,0.58590171990172,0.493300531914894,30,0
39,26863,0.539199651264167,0.473592809691286,20000,0,0.44151724137931,0.462310517529215,0.493598475222363,1,0.58590171990172,0.493300531914894,28,0
40,16259,0.539199651264167,0.488739893834218,10000,4,0.265427083333333,0.462310517529215,0.475225393127548,2,0.54630534351145,0.493300531914894,40,1
41,27803,0.539199651264167,0.488739893834218,30000,2,0.449152746425884,0.497102362204724,0.493598475222363,0,0.54630534351145,0.493300531914894,43,0
42,14347,0.539199651264167,0.488739893834218,40000,2,0.552101694915254,0.422237054085155,0.475225393127548,2,0.396186721991701,0.588095435684647,65,1
43,17703,0.431806927044952,0.488739893834218,10000,1,0.53995881006865,0.462310517529215,0.475225393127548,0,0.54630534351145,0.493300531914894,40,0
44,17185,0.431806927044952,0.488739893834218,170000,4,0.449152746425884,0.543297687861272,0.493598475222363,3,0.396186721991701,0.493300531914894,48,1
45,29380,0.431806927044952,0.488739893834218,20000,3,0.44151724137931,0.462310517529215,0.475225393127548,0,0.54630534351145,0.493300531914894,41,1
46,23986,0.431806927044952,0.488739893834218,20000,1,0.552101694915254,0.497102362204724,0.475225393127548,0,0.54630534351145,0.493300531914894,66,1
47,24466,0.431806927044952,0.488739893834218,60000,1,0.449152746425884,0.451074276778733,0.475225393127548,1,0.396186721991701,0.588095435684647,46,1
48,29097,0.539199651264167,0.488739893834218,40000,2,0.449152746425884,0.451074276778733,0.475225393127548,2,0.396186721991701,0.588095435684647,52,1
49,19487,0.431806927044952,0.473592809691286,30000,2,0.449152746425884,0.497102362204724,0.493598475222363,2,0.54630534351145,0.493300531914894,42,0
50,14939,0.431806927044952,0.473592809691286,40000,0,0.552101694915254,0.497102362204724,0.475225393127548,0,0.54630534351145,0.493300531914894,39,1
51,13826,0.539199651264167,0.488739893834218,30000,0,0.449152746425884,0.497102362204724,0.493598475222363,1,0.54630534351145,0.493300531914894,28,0
52,20619,0.539199651264167,0.473592809691286,80000,0,0.552101694915254,0.543297687861272,0.493598475222363,4,0.298611806797853,0.588095435684647,35,0
53,12558,0.431806927044952,0.488739893834218,20000,1,0.552101694915254,0.497102362204724,0.475225393127548,0,0.54630534351145,0.493300531914894,65,0
54,24871,0.539199651264167,0.488739893834218,90000,4,0.44151724137931,0.422237054085155,0.493598475222363,3,0.396186721991701,0.493300531914894,56,0
55,17319,0.539199651264167,0.488739893834218,70000,0,0.552101694915254,0.543297687861272,0.493598475222363,1,0.396186721991701,0.588095435684647,42,0
56,28906,0.431806927044952,0.473592809691286,80000,4,0.44151724137931,0.543297687861272,0.475225393127548,2,0.298611806797853,0.493300531914894,54,0
57,12808,0.431806927044952,0.473592809691286,40000,0,0.552101694915254,0.497102362204724,0.475225393127548,0,0.54630534351145,0.493300531914894,38,1
58,20567,0.431806927044952,0.473592809691286,130000,4,0.449152746425884,0.543297687861272,0.493598475222363,4,0.396186721991701,0.493300531914894,61,1
59,25502,0.431806927044952,0.488739893834218,40000,1,0.552101694915254,0.451074276778733,0.475225393127548,0,0.54630534351145,0.493300531914894,43,1
60,15580,0.431806927044952,0.473592809691286,60000,2,0.552101694915254,0.543297687861272,0.475225393127548,1,0.58590171990172,0.588095435684647,38,1
61,24185,0.539199651264167,0.488739893834218,10000,1,0.44151724137931,0.462310517529215,0.493598475222363,1,0.455740871613663,0.493300531914894,45,0
62,19291,0.539199651264167,0.488739893834218,10000,2,0.44151724137931,0.462310517529215,0.475225393127548,0,0.54630534351145,0.493300531914894,35,0
63,16713,0.431806927044952,0.473592809691286,40000,2,0.552101694915254,0.422237054085155,0.475225393127548,1,0.54630534351145,0.588095435684647,52,1
64,16185,0.539199651264167,0.473592809691286,60000,4,0.552101694915254,0.543297687861272,0.475225393127548,3,0.298611806797853,0.588095435684647,41,0
65,14927,0.431806927044952,0.488739893834218,30000,1,0.552101694915254,0.497102362204724,0.475225393127548,0,0.54630534351145,0.493300531914894,37,1
66,29337,0.539199651264167,0.473592809691286,30000,2,0.449152746425884,0.497102362204724,0.475225393127548,2,0.396186721991701,0.588095435684647,68,0
67,29355,0.431806927044952,0.488739893834218,40000,0,0.53995881006865,0.497102362204724,0.475225393127548,0,0.54630534351145,0.493300531914894,37,1
68,25303,0.539199651264167,0.473592809691286,30000,0,0.44151724137931,0.462310517529215,0.475225393127548,1,0.58590171990172,0.493300531914894,33,1
69,14813,0.539199651264167,0.488739893834218,20000,4,0.44151724137931,0.462310517529215,0.475225393127548,1,0.54630534351145,0.493300531914894,43,1
70,16438,0.431806927044952,0.488739893834218,10000,0,0.265427083333333,0.462310517529215,0.493598475222363,2,0.54630534351145,0.493300531914894,30,0
71,14238,0.431806927044952,0.473592809691286,120000,0,0.265427083333333,0.543297687861272,0.475225393127548,4,0.298611806797853,0.588095435684647,36,1
72,16200,0.539199651264167,0.488739893834218,10000,0,0.265427083333333,0.462310517529215,0.493598475222363,2,0.54630534351145,0.493300531914894,35,0
73,24857,0.431806927044952,0.488739893834218,130000,3,0.44151724137931,0.543297687861272,0.475225393127548,4,0.54630534351145,0.493300531914894,52,0
74,26956,0.539199651264167,0.488739893834218,20000,0,0.449152746425884,0.462310517529215,0.493598475222363,1,0.58590171990172,0.493300531914894,36,1
75,14517,0.431806927044952,0.488739893834218,20000,3,0.44151724137931,0.451074276778733,0.493598475222363,2,0.455740871613663,0.588095435684647,62,0
76,12678,0.539199651264167,0.488739893834218,130000,4,0.44151724137931,0.422237054085155,0.475225393127548,4,0.54630534351145,0.588095435684647,31,0
77,16188,0.539199651264167,0.488739893834218,20000,0,0.265427083333333,0.462310517529215,0.493598475222363,2,0.455740871613663,0.493300531914894,26,0
78,27969,0.431806927044952,0.473592809691286,80000,0,0.552101694915254,0.543297687861272,0.475225393127548,2,0.298611806797853,0.588095435684647,29,1
79,15752,0.431806927044952,0.473592809691286,80000,2,0.44151724137931,0.451074276778733,0.493598475222363,2,0.455740871613663,0.588095435684647,50,1
80,27745,0.539199651264167,0.473592809691286,40000,2,0.552101694915254,0.422237054085155,0.475225393127548,2,0.396186721991701,0.588095435684647,63,1
81,20828,0.431806927044952,0.488739893834218,30000,4,0.53995881006865,0.497102362204724,0.475225393127548,0,0.54630534351145,0.493300531914894,45,1
82,19461,0.539199651264167,0.488739893834218,10000,4,0.265427083333333,0.462310517529215,0.475225393127548,2,0.54630534351145,0.493300531914894,40,0
83,26941,0.431806927044952,0.473592809691286,30000,0,0.552101694915254,0.497102362204724,0.475225393127548,0,0.54630534351145,0.493300531914894,47,1
84,28412,0.539199651264167,0.473592809691286,20000,0,0.44151724137931,0.462310517529215,0.493598475222363,1,0.58590171990172,0.493300531914894,29,0
85,24485,0.539199651264167,0.473592809691286,40000,2,0.552101694915254,0.422237054085155,0.493598475222363,1,0.396186721991701,0.588095435684647,52,1
86,16514,0.539199651264167,0.473592809691286,10000,0,0.449152746425884,0.462310517529215,0.475225393127548,1,0.455740871613663,0.588095435684647,26,1
87,17191,0.539199651264167,0.473592809691286,130000,3,0.449152746425884,0.543297687861272,0.493598475222363,3,0.54630534351145,0.493300531914894,51,1
88,19608,0.431806927044952,0.473592809691286,80000,5,0.552101694915254,0.543297687861272,0.475225393127548,4,0.455740871613663,0.588095435684647,40,0
89,24119,0.539199651264167,0.473592809691286,30000,0,0.449152746425884,0.497102362204724,0.493598475222363,1,0.58590171990172,0.493300531914894,29,0
90,25458,0.431806927044952,0.473592809691286,20000,1,0.44151724137931,0.462310517529215,0.493598475222363,1,0.455740871613663,0.493300531914894,40,1
91,26886,0.539199651264167,0.488739893834218,30000,0,0.449152746425884,0.497102362204724,0.493598475222363,1,0.54630534351145,0.493300531914894,29,1
92,28436,0.539199651264167,0.473592809691286,30000,0,0.449152746425884,0.497102362204724,0.493598475222363,1,0.54630534351145,0.493300531914894,30,1
93,19562,0.539199651264167,0.488739893834218,60000,2,0.552101694915254,0.543297687861272,0.475225393127548,1,0.58590171990172,0.588095435684647,37,1
94,15608,0.539199651264167,0.488739893834218,30000,0,0.449152746425884,0.497102362204724,0.493598475222363,1,0.58590171990172,0.493300531914894,33,0
95,16487,0.539199651264167,0.488739893834218,30000,3,0.44151724137931,0.451074276778733,0.475225393127548,2,0.396186721991701,0.588095435684647,55,0
96,17197,0.539199651264167,0.488739893834218,90000,5,0.449152746425884,0.543297687861272,0.475225393127548,2,0.298611806797853,0.493300531914894,62,0
97,12507,0.431806927044952,0.473592809691286,30000,1,0.449152746425884,0.497102362204724,0.475225393127548,1,0.54630534351145,0.493300531914894,43,0
98,23940,0.431806927044952,0.473592809691286,40000,1,0.552101694915254,0.451074276778733,0.475225393127548,1,0.54630534351145,0.493300531914894,44,1
99,19441,0.431806927044952,0.473592809691286,40000,0,0.53995881006865,0.497102362204724,0.475225393127548,0,0.54630534351145,0.493300531914894,44.1814516129032,1
100,26852,0.431806927044952,0.488739893834218,20000,3,0.44151724137931,0.462310517529215,0.475225393127548,2,0.54630534351145,0.493300531914894,43,0
101,12274,0.539199651264167,0.473592809691286,10000,2,0.44151724137931,0.462310517529215,0.475225393127548,0,0.54630534351145,0.493300531914894,35,0
102,20236,0.539199651264167,0.473592809691286,60000,3,0.552101694915254,0.543297687861272,0.493598475222363,2,0.54630534351145,0.588095435684647,43,1
103,24149,0.431806927044952,0.473592809691286,10000,2,0.449152746425884,0.462310517529215,0.475225393127548,0,0.455740871613663,0.493300531914894,49,0
104,26139,0.539199651264167,0.473592809691286,60000,1,0.449152746425884,0.451074276778733,0.475225393127548,1,0.396186721991701,0.588095435684647,45,0
105,18491,0.539199651264167,0.488739893834218,70000,2,0.44151724137931,0.543297687861272,0.475225393127548,2,0.396186721991701,0.588095435684647,49,1
106,22707,0.539199651264167,0.488739893834218,30000,0,0.449152746425884,0.497102362204724,0.493598475222363,1,0.58590171990172,0.493300531914894,30,0
107,20430,0.431806927044952,0.473592809691286,70000,2,0.449152746425884,0.451074276778733,0.475225393127548,2,0.396186721991701,0.588095435684647,52,1
108,27494,0.539199651264167,0.488739893834218,40000,2,0.449152746425884,0.451074276778733,0.493598475222363,2,0.455740871613663,0.588095435684647,53,1
109,26829,0.431806927044952,0.488739893834218,40000,0,0.552101694915254,0.497102362204724,0.475225393127548,0,0.54630534351145,0.493300531914894,38,1
110,28395,0.539199651264167,0.473592809691286,40000,0,0.552101694915254,0.543297687861272,0.493598475222363,0,0.54630534351145,0.493300531914894,39,1
111,21006,0.539199651264167,0.488739893834218,60000,1,0.449152746425884,0.462310517529215,0.493598475222363,0,0.54630534351145,0.493300531914894,46,1
112,14682,0.539199651264167,0.488739893834218,70000,0,0.552101694915254,0.543297687861272,0.493598475222363,1,0.396186721991701,0.588095435684647,38,0
113,17650,0.539199651264167,0.488739893834218,40000,2,0.449152746425884,0.497102362204724,0.475225393127548,2,0.455740871613663,0.493300531914894,35,0
114,29191,0.539199651264167,0.488739893834218,130000,1,0.53995881006865,0.422237054085155,0.493598475222363,1,0.54630534351145,0.588095435684647,36,1
115,15030,0.431806927044952,0.473592809691286,20000,0,0.552101694915254,0.497102362204724,0.475225393127548,0,0.54630534351145,0.588095435684647,26,1
116,24140,0.539199651264167,0.473592809691286,10000,0,0.53995881006865,0.462310517529215,0.493598475222363,0,0.54630534351145,0.493300531914894,30,1
117,22496,0.431806927044952,0.488739893834218,30000,1,0.552101694915254,0.451074276778733,0.475225393127548,2,0.54630534351145,0.493300531914894,42,0
118,24065,0.539199651264167,0.488739893834218,20000,1.45509586276488,0.44151724137931,0.462310517529215,0.475225393127548,0,0.54630534351145,0.493300531914894,40,1
119,19914,0.431806927044952,0.473592809691286,80000,5,0.552101694915254,0.422237054085155,0.475225393127548,2,0.58590171990172,0.493300531914894,62,0
120,12871,0.539199651264167,0.488739893834218,30000,0,0.449152746425884,0.497102362204724,0.493598475222363,1,0.58590171990172,0.493300531914894,29,0
121,22988,0.431806927044952,0.488739893834218,40000,2,0.552101694915254,0.422237054085155,0.475225393127548,2,0.396186721991701,0.588095435684647,66,1
122,15922,0.431806927044952,0.473592809691286,150000,2,0.44151724137931,0.543297687861272,0.475225393127548,4,0.54630534351145,0.493300531914894,48,0
123,12344,0.539199651264167,0.488739893834218,80000,0,0.552101694915254,0.543297687861272,0.493598475222363,3,0.298611806797853,0.588095435684647,31,0
124,23627,0.539199651264167,0.488739893834218,1e+05,3,0.449152746425884,0.422237054085155,0.493598475222363,4,0.396186721991701,0.493300531914894,56,0
125,27775,0.539199651264167,0.488739893834218,40000,0,0.552101694915254,0.497102362204724,0.493598475222363,0,0.54630534351145,0.493300531914894,38,1
126,29301,0.431806927044952,0.473592809691286,80000,5,0.552101694915254,0.543297687861272,0.475225393127548,4,0.455740871613663,0.588095435684647,40,0
127,12716,0.539199651264167,0.473592809691286,30000,0,0.449152746425884,0.497102362204724,0.475225393127548,1,0.58590171990172,0.493300531914894,32,0
128,12472,0.431806927044952,0.473592809691286,30000,1,0.552101694915254,0.497102362204724,0.475225393127548,1,0.58590171990172,0.493300531914894,39,0
129,20970,0.539199651264167,0.473592809691286,10000,2,0.449152746425884,0.462310517529215,0.475225393127548,1,0.54630534351145,0.493300531914894,52,1
130,26818,0.539199651264167,0.473592809691286,10000,3,0.44151724137931,0.462310517529215,0.475225393127548,1,0.54630534351145,0.493300531914894,39,1
131,12993,0.431806927044952,0.473592809691286,60000,2,0.552101694915254,0.543297687861272,0.475225393127548,1,0.58590171990172,0.588095435684647,37,0
132,14192,0.431806927044952,0.473592809691286,90000,4,0.44151724137931,0.422237054085155,0.475225393127548,3,0.396186721991701,0.493300531914894,56,1
133,19477,0.431806927044952,0.473592809691286,40000,0,0.552101694915254,0.543297687861272,0.475225393127548,0,0.54630534351145,0.493300531914894,40,1
134,26796,0.539199651264167,0.473592809691286,40000,2,0.552101694915254,0.422237054085155,0.475225393127548,2,0.396186721991701,0.588095435684647,65,1
135,21094,0.539199651264167,0.488739893834218,30000,2,0.449152746425884,0.497102362204724,0.475225393127548,2,0.54630534351145,0.493300531914894,42,0
136,12234,0.431806927044952,0.473592809691286,10000,2,0.449152746425884,0.462310517529215,0.475225393127548,1,0.58590171990172,0.493300531914894,52,0
137,28683,0.539199651264167,0.488739893834218,10000,1,0.44151724137931,0.462310517529215,0.493598475222363,1,0.396186721991701,0.493300531914894,35,1
138,17994,0.539199651264167,0.473592809691286,20000,2,0.44151724137931,0.462310517529215,0.475225393127548,2,0.54630534351145,0.493300531914894,42,0
139,24273,0.431806927044952,0.488739893834218,20000,2,0.265427083333333,0.497102362204724,0.475225393127548,2,0.396186721991701,0.588095435684647,55,1
140,26547,0.539199651264167,0.488739893834218,30000,2,0.449152746425884,0.497102362204724,0.493598475222363,2,0.396186721991701,0.588095435684647,60,1
141,22500,0.539199651264167,0.473592809691286,40000,0,0.552101694915254,0.543297687861272,0.493598475222363,0,0.54630534351145,0.493300531914894,40,1
142,23993,0.539199651264167,0.488739893834218,10000,0,0.449152746425884,0.462310517529215,0.493598475222363,1,0.54630534351145,0.588095435684647,26,1
143,14832,0.431806927044952,0.473592809691286,40000,1,0.552101694915254,0.451074276778733,0.475225393127548,0,0.54630534351145,0.493300531914894,42,1
144,16614,0.431806927044952,0.488739893834218,80000,0,0.552101694915254,0.543297687861272,0.475225393127548,3,0.298611806797853,0.588095435684647,32,0
145,20877,0.539199651264167,0.473592809691286,30000,1,0.552101694915254,0.497102362204724,0.475225393127548,0,0.455740871613663,0.493300531914894,37,1
146,20729,0.431806927044952,0.488739893834218,40000,2,0.449152746425884,0.497102362204724,0.493598475222363,1,0.54630534351145,0.493300531914894,34,0
147,22464,0.431806927044952,0.473592809691286,40000,0,0.53995881006865,0.497102362204724,0.475225393127548,0,0.54630534351145,0.493300531914894,37,1
148,19475,0.431806927044952,0.488739893834218,40000,0,0.552101694915254,0.543297687861272,0.493598475222363,0,0.54630534351145,0.493300531914894,40,1
149,19675,0.431806927044952,0.473592809691286,20000,4,0.44151724137931,0.451074276778733,0.475225393127548,2,0.396186721991701,0.588095435684647,60,0
150,12728,0.539199651264167,0.473592809691286,30000,0,0.449152746425884,0.497102362204724,0.493598475222363,1,0.455740871613663,0.493300531914894,27,0
151,26154,0.431806927044952,0.473592809691286,60000,1,0.449152746425884,0.451074276778733,0.475225393127548,1,0.396186721991701,0.588095435684647,43,1
152,29117,0.539199651264167,0.473592809691286,1e+05,1,0.552101694915254,0.422237054085155,0.493598475222363,3,0.54630534351145,0.588095435684647,48,0
153,17845,0.539199651264167,0.488739893834218,20000,0,0.265427083333333,0.462310517529215,0.493598475222363,2,0.455740871613663,0.493300531914894,32,0
154,25058,0.431806927044952,0.473592809691286,1e+05,1,0.552101694915254,0.422237054085155,0.475225393127548,3,0.58590171990172,0.588095435684647,47,0
155,23426,0.539199651264167,0.473592809691286,80000,5,0.53995881006865,0.422237054085155,0.475225393127548,3,0.54630534351145,0.588095435684647,40,0
156,14798,0.539199651264167,0.488739893834218,10000,4,0.265427083333333,0.462310517529215,0.475225393127548,2,0.54630534351145,0.493300531914894,41,1
157,12664,0.431806927044952,0.488739893834218,130000,5,0.449152746425884,0.543297687861272,0.475225393127548,4,0.54630534351145,0.493300531914894,59,0
158,23979,0.539199651264167,0.473592809691286,10000,2,0.449152746425884,0.462310517529215,0.493598475222363,0,0.54630534351145,0.493300531914894,50,0
159,25605,0.539199651264167,0.488739893834218,20000,2,0.449152746425884,0.462310517529215,0.493598475222363,1,0.54630534351145,0.493300531914894,54,1
160,20797,0.431806927044952,0.488739893834218,10000,1,0.552101694915254,0.462310517529215,0.475225393127548,0,0.54630534351145,0.493300531914894,48,0
161,21980,0.539199651264167,0.488739893834218,60000,1,0.552101694915254,0.543297687861272,0.475225393127548,1,0.396186721991701,0.588095435684647,44,1
162,25460,0.431806927044952,0.488739893834218,20000,2,0.44151724137931,0.462310517529215,0.475225393127548,0,0.54630534351145,0.493300531914894,40,1
163,29181,0.539199651264167,0.488739893834218,60000,2,0.552101694915254,0.543297687861272,0.493598475222363,1,0.54630534351145,0.588095435684647,38,1
164,24279,0.539199651264167,0.473592809691286,40000,2,0.449152746425884,0.451074276778733,0.493598475222363,2,0.455740871613663,0.588095435684647,52,0
165,22402,0.431806927044952,0.473592809691286,10000,0,0.449152746425884,0.462310517529215,0.475225393127548,1,0.58590171990172,0.588095435684647,25,1
166,15465,0.431806927044952,0.488739893834218,10000,0,0.449152746425884,0.462310517529215,0.493598475222363,1,0.54630534351145,0.588095435684647,25,0
167,26757,0.539199651264167,0.473592809691286,90000,1,0.552101694915254,0.543297687861272,0.475225393127548,1,0.58590171990172,0.588095435684647,47,1
168,14233,0.539199651264167,0.473592809691286,1e+05,0,0.44151724137931,0.422237054085155,0.475225393127548,3,0.298611806797853,0.588095435684647,35,0
169,14058,0.539199651264167,0.473592809691286,70000,0,0.552101694915254,0.543297687861272,0.493598475222363,1,0.396186721991701,0.588095435684647,41,1
170,12273,0.431806927044952,0.473592809691286,30000,1,0.552101694915254,0.497102362204724,0.475225393127548,0,0.54630534351145,0.493300531914894,47,0
171,17203,0.431806927044952,0.488739893834218,130000,4,0.449152746425884,0.543297687861272,0.475225393127548,4,0.396186721991701,0.493300531914894,61,1
172,18144,0.431806927044952,0.488739893834218,80000,5,0.552101694915254,0.422237054085155,0.475225393127548,2,0.58590171990172,0.493300531914894,61,0
173,23963,0.431806927044952,0.473592809691286,10000,0,0.265427083333333,0.462310517529215,0.493598475222363,2,0.54630534351145,0.493300531914894,33,0
174,17907,0.431806927044952,0.488739893834218,10000,0,0.449152746425884,0.462310517529215,0.475225393127548,1,0.58590171990172,0.588095435684647,27,0
175,19442,0.539199651264167,0.473592809691286,50000,0,0.53995881006865,0.451074276778733,0.475225393127548,0,0.54630534351145,0.493300531914894,37,1
176,17504,0.539199651264167,0.488739893834218,80000,2,0.449152746425884,0.451074276778733,0.475225393127548,2,0.396186721991701,0.588095435684647,52,1
177,12253,0.539199651264167,0.488739893834218,20000,0,0.449152746425884,0.462310517529215,0.475225393127548,0,0.54630534351145,0.588095435684647,29,1
178,27304,0.539199651264167,0.488739893834218,110000,2,0.449152746425884,0.543297687861272,0.493598475222363,3,0.396186721991701,0.493300531914894,48,0
179,14191,0.431806927044952,0.473592809691286,160000,4,0.449152746425884,0.543297687861272,0.493598475222363,2,0.298611806797853,0.493300531914894,55,1
180,12212,0.431806927044952,0.488739893834218,10000,0,0.53995881006865,0.462310517529215,0.475225393127548,0,0.54630534351145,0.493300531914894,37,1
181,25529,0.539199651264167,0.473592809691286,10000,1,0.53995881006865,0.462310517529215,0.475225393127548,0,0.54630534351145,0.493300531914894,44,0
182,22170,0.431806927044952,0.488739893834218,30000,3,0.449152746425884,0.497102362204724,0.493598475222363,2,0.455740871613663,0.588095435684647,55,1
183,19445,0.431806927044952,0.488739893834218,10000,2,0.44151724137931,0.462310517529215,0.493598475222363,1,0.54630534351145,0.493300531914894,38,0
184,15265,0.539199651264167,0.473592809691286,40000,2,0.552101694915254,0.422237054085155,0.475225393127548,2,0.396186721991701,0.588095435684647,66,1
185,28918,0.431806927044952,0.488739893834218,130000,4,0.44151724137931,0.422237054085155,0.493598475222363,4,0.298611806797853,0.493300531914894,58,0
186,15799,0.431806927044952,0.488739893834218,90000,1,0.552101694915254,0.543297687861272,0.475225393127548,1,0.58590171990172,0.588095435684647,47,1
187,11047,0.431806927044952,0.488739893834218,30000,3,0.44151724137931,0.451074276778733,0.493598475222363,2,0.455740871613663,0.588095435684647,56,1
188,18151,0.539199651264167,0.473592809691286,80000,5,0.449152746425884,0.543297687861272,0.493598475222363,2,0.298611806797853,0.493300531914894,59,0
189,20606,0.431806927044952,0.488739893834218,70000,0,0.552101694915254,0.543297687861272,0.475225393127548,4,0.298611806797853,0.588095435684647,32,1
190,19482,0.431806927044952,0.473592809691286,30000,1,0.449152746425884,0.497102362204724,0.475225393127548,1,0.54630534351145,0.493300531914894,44,1
191,16489,0.431806927044952,0.473592809691286,30000,3,0.44151724137931,0.451074276778733,0.475225393127548,2,0.396186721991701,0.588095435684647,55,0
